id,value
analyst.playrix,8.437437117099762
analyst.division,2.4094444513320923
analyst.junior,42.62941935658455
analyst.intelligence,52.42981493473053
analyst.middle,77.88443475961685
analyst.consultant,15.345325648784637
analyst.scientist,165.1779641509056
analyst.developer,120.05283543467522
analyst.engaged,6.590888500213623
analyst.рамблер,9.199649602174759
analyst.senior,157.65139585733414
analyst.lead,95.26810982823372
analyst.designer,19.763846457004547
analyst.valuable,2.0995476841926575
google,
google.gtm,72.6221045255661
google.appsflyer,44.14481991529465
google.firebase,38.3327180147171
google.amplitude,15.388144493103027
google.ga,40.143112540245056
google.яндекс,260.18806409835815
google.visual,25.669543743133545
google.appmetrica,10.274074226617813
google.метрика,103.4984880387783
google.metrica,12.661088466644287
google.сквозной,48.89817774295807
google.mixpanel,4.78643923997879
google.html,43.71165877580643
google.roistat,7.254845142364502
google.табло,2.263108789920807
субд,
субд.бд,166.88008695840836
субд.mpp,12.5907461643219
субд.rdbms,16.598084330558777
субд.teradata,61.224088191986084
субд.реляционный,117.89474487304688
субд.postgesql,5.476115942001343
субд.greenplum,59.494632720947266
субд.mssql,18.194960474967957
субд.postgresql,238.59662008285522
субд.колоночный,14.191903173923492
субд.postgres,30.829245448112488
субд.vertica,58.24715995788574
субд.pgsql,2.7868133783340454
субд.база,150.40958046913147
субд.postgre,5.010320842266083
scientist,
scientist.science,348.6569380760193
scientist.engineer,202.30744540691376
scientist.junior,50.07909345626831
scientist.middle,91.54566913843155
scientist.интеллектуальный,26.497316360473633
scientist.driven,108.44446104764938
scientist.warehouse,29.569337904453278
scientist.analyst,100.15625174343586
scientist.big,99.09617900848389
scientist.steward,2.558013081550598
scientist.ml,159.90066227316856
scientist.researcher,3.2430593967437744
scientist.playrix,6.726550042629242
scientist.трайба,1.9730368256568909
scientist.mining,123.93130257725716
инженер,
инженер.дата,61.90999150276184
инженер.специалист,340.11551454663277
инженер.аналитик,366.59530314803123
инженер.engineer,174.01466727256775
инженер.централизованный,2.3825713992118835
инженер.разработчик,127.75157321244478
инженер.руководитель,139.51463758945465
инженер.qa,62.72952175140381
инженер.корпорация,8.270755350589752
инженер.кластер,26.420266211032867
инженер.science,241.19682669639587
инженер.приведение,5.821946501731873
инженер.озеро,8.732425332069397
инженер.программист,50.25963506102562
инженер.обслуживающий,2.460387647151947
etl,
etl.vertica,57.61503505706787
etl.dwh,186.54950284957886
etl.ssis,15.623378157615662
etl.данные,841.732060238719
etl.olap,45.29668736457825
etl.пайплайн,21.71101176738739
etl.informatica,43.75349700450897
etl.airflow,97.22625356912613
etl.витрина,188.75616145133972
etl.субд,127.84091281890869
etl.elt,31.059162139892578
etl.ssa,6.792094707489014
etl.загрузка,76.19657909870148
etl.процедура,69.84940534830093
etl.teradata,46.35857272148132
машинный,
машинный.ml,234.57367420196533
машинный.предиктивный,34.66663360595703
машинный.использование,363.12987101078033
машинный.искусственный,31.017158031463623
машинный.обработка,292.99911403656006
машинный.нейросеть,7.470701336860657
машинный.nlp,46.47126466035843
машинный.зрение,60.627044320106506
машинный.промышленный,97.73107194900513
машинный.компьютерный,43.48100247979164
машинный.применение,155.63601970672607
машинный.прод,8.512620091438293
машинный.классификация,22.4301278591156
машинный.прогнозный,20.740956664085388
машинный.неизвестный,2.702224552631378
excel,
excel.outlook,6.290176510810852
excel.exсel,3.3878252506256104
excel.pivot,19.689152240753174
excel.формула,21.244131922721863
excel.word,32.27725684642792
excel.сводный,37.65615367889404
excel.макрос,11.554046988487244
excel.spss,16.604799389839172
excel.powerpoint,123.22805321216583
excel.впр,8.925993621349335
excel.vba,40.5723934173584
excel.dax,20.15542507171631
excel.vlookup,2.465936839580536
excel.powerquery,2.949717164039612
excel.powerbi,59.64010691642761
